gamma,repetition,node,sim_time,num_nodes,offered,sent,load,losses,perc_success
0.038,0,7,19,10,3091270.0,2066857.0,3091270,0,0.6686109592497582
0.038,0,8,19,10,2942397.0,2325858.25,2942397,0,0.7904637783412639
0.038,0,9,19,10,2995623.0,850070.9999999999,2995623,0,0.2837710219209827
0.038,1,0,19,10,2971269.0,1958713.6666666667,2971269,0,0.6592178852425232
0.038,1,1,19,10,2954316.0,1459365.5,2954316,0,0.4939774553568406
0.038,1,2,19,10,2857161.0,1410120.0,2857161,0,0.49353886602820074
0.038,1,3,19,10,3061237.0,1474308.0,3061237,0,0.4816053118396256
0.038,1,4,19,10,2946841.0,2369914.5,2946841,0,0.8042220465915874
0.038,1,5,19,10,2964170.0,1417437.0,2964170,0,0.4781901847734779
0.038,1,6,19,10,3019820.0,1024489.0,3019820,0,0.33925498870793624
0.038,1,7,19,10,3121113.0,2022442.3333333335,3121113,0,0.6479875394877832
0.038,1,8,19,10,3019153.0,2410652.5,3019153,0,0.7984532416873209
0.038,1,9,19,10,3369397.0,1073246.0,3375403,0,0.31852761784972206
0.04,0,0,20,10,2996452.0,1963991.0,2996452,0,0.6554388323256972
0.04,0,1,20,10,3037361.0,1488168.5,3037361,0,0.48995443742116923
0.04,0,2,20,10,3104483.0,1691065.5,3104483,0,0.5447172685435868
0.04,0,3,20,10,3338436.0,1655053.0,3338436,0,0.4957569951917605
0.04,0,4,20,10,3055662.0,2446967.75,3055662,0,0.8007979122036403
0.04,0,5,20,10,2976669.0,1494262.6666666667,2982780,0,0.501991543791623
0.04,0,6,20,10,3038715.0,1000830.0,3038715,0,0.32935961417901977
0.04,0,7,20,10,3068407.0,2067717.3333333333,3074414,0,0.6738732291163895
0.04,0,8,20,10,2886650.0,2302115.0,2886650,0,0.7975040271595102
0.04,0,9,20,10,3146426.0,976705.0000000001,3146426,0,0.31041727979618783
0.04,1,0,20,10,3061180.0,2071056.6666666667,3061180,0,0.676555010377262
0.04,1,1,20,10,3038365.0,1459303.5,3038365,0,0.48029236118767826
0.04,1,2,20,10,2862451.0,1391856.0,2862451,0,0.48624622744633883
0.04,1,3,20,10,3200303.0,1601475.3333333335,3200303,0,0.500413658748354
0.04,1,4,20,10,3097150.0,2485655.0,3097150,0,0.8025620328366402
0.04,1,5,20,10,3175316.0,1666765.0,3175316,0,0.5249131110100538
0.04,1,6,20,10,3132402.0,1059982.0,3132402,0,0.3383927094925875
0.04,1,7,20,10,2759834.0,1833585.6666666667,2765822,0,0.6643825920930994
0.04,1,8,20,10,2826735.0,2246568.0,2826735,0,0.7947572022138616
0.04,1,9,20,10,2897802.0,891300.9999999999,2897802,0,0.3075782955495234
0.05,0,0,25,10,3067653.0,2408447.333333333,3067653,0,0.7851107453591828
0.05,0,1,25,10,2995713.0,1838282.5,2995713,0,0.6136377216375534
0.05,0,2,25,10,2802535.0,1714330.5,2802535,0,0.6117070794833963
0.05,0,3,25,10,2935737.0,1772386.3333333335,2935737,0,0.6037278997857551
0.05,0,4,25,10,2940738.0,2527899.5,2940738,0,0.8596139812523251
0.05,0,5,25,10,2954333.0,1826842.6666666667,2954333,0,0.6183604443597478
0.05,0,6,25,10,2904643.0,1193488.0,2904643,0,0.41088973756843783
0.05,0,7,25,10,3224025.0,2394388.0,3224025,0,0.742670419739301
0.05,0,8,25,10,2958592.0,2562452.5,2958592,0,0.8661053974322921
0.05,0,9,25,10,3012164.0,1259224.0,3012164,0,0.41804629495605156
0.05,1,0,25,10,3068428.0,2316851.0,3068428,0,0.7550612235320496
0.05,1,1,25,10,3128622.0,1992228.0,3128622,0,0.6367749124055255
0.05,1,2,25,10,3188130.0,1992135.0,3188130,0,0.6248600276651203
0.05,1,3,25,10,3018523.0,1869136.9999999998,3018523,0,0.6192223812772008
0.05,1,4,25,10,2935585.0,2584584.25,2935585,0,0.8804324351023731
0.05,1,5,25,10,3031289.0,1765841.6666666665,3031289,0,0.582538209542761
0.05,1,6,25,10,3013900.0,1229630.0,3013900,0,0.40798633000431334
0.05,1,7,25,10,2874597.0,2165590.6666666665,2874597,0,0.753354528188357
0.05,1,8,25,10,3031599.0,2639696.25,3031599,0,0.8707273785220275
0.05,1,9,25,10,3019799.0,1253576.0,3019799,0,0.41511901951090124
0.07,0,0,35,10,3309164.0,2800954.6666666665,3309164,0,0.8464236485912051
0.07,0,1,35,10,2988803.0,2078700.5,2988803,0,0.6954959895315951
0.07,0,2,35,10,2983222.0,2200043.0,2983222,0,0.7374721023108571
0.07,0,3,35,10,2958981.0,2028695.6666666667,2958981,0,0.6856061822183606
0.07,0,4,35,10,3138718.0,2860008.5,3138718,0,0.9112027585785024
0.07,0,5,35,10,2929660.0,2017631.6666666667,2929660,0,0.6886914067388935
0.07,0,6,35,10,2929656.0,1639382.0,2929656,0,0.5595817392895275
0.07,0,7,35,10,3194079.0,2595595.0,3194079,0,0.8126270514912123
0.07,0,8,35,10,3036582.0,2724771.25,3036582,0,0.897315221522093
0.07,0,9,35,10,3023815.0,1752607.0,3023815,0,0.5796012652890471
0.07,1,0,35,10,2874801.0,2370570.3333333335,2880865,0,0.8246032797864385
0.07,1,1,35,10,3098117.0,2392562.5,3098117,0,0.7722634426007797
0.07,1,2,35,10,3006182.0,2139010.5,3006182,0,0.711537258888517
0.07,1,3,35,10,3072614.0,2247493.6666666665,3072614,0,0.7314598145639728
0.07,1,4,35,10,2967043.0,2707790.25,2967043,0,0.9126225167616377
0.07,1,5,35,10,3019701.0,2111038.0,3019701,0,0.6990884196812863
0.07,1,6,35,10,2971220.0,1644820.0000000002,2971220,0,0.5535840496496389
0.07,1,7,35,10,3025805.0,2539468.333333333,3025805,0,0.8392703209008291
0.07,1,8,35,10,2965276.0,2712218.25,2965276,0,0.9146596303345793
0.07,1,9,35,10,3110098.0,1826880.0,3110098,0,0.5874027120688802
0.2,0,0,100,10,2887114.0,2734466.0,2887114,0,0.9471278238406935
0.2,0,1,100,10,2988856.0,2687490.0,2988856,0,0.8991701172622568
0.2,0,2,100,10,3169211.0,2846694.5,3169211,0,0.8982344501517886
0.2,0,3,100,10,2903382.0,2584070.333333333,2903382,0,0.8900207872520162
0.2,0,4,100,10,2928569.0,2857878.0,2928569,0,0.9758615897388793
0.2,0,5,100,10,2904717.0,2575182.0,2904717,0,0.8865517707921288
0.2,0,6,100,10,3067347.0,2470729.0,3067347,0,0.8054938029508888
0.2,0,7,100,10,2971106.0,2838620.6666666665,2971106,0,0.9554087490202863
0.2,0,8,100,10,2809722.0,2750944.25,2809722,0,0.979080581637614
0.2,0,9,100,10,3219114.0,2712611.0,3219114,0,0.8426576380954511
0.2,1,0,100,10,2832819.0,2716280.6666666665,2832819,0,0.9588613556555031
0.2,1,1,100,10,2964690.0,2696494.0,2964690,0,0.9095365788665931
0.2,1,2,100,10,3326722.0,3019580.0,3326722,0,0.9076742811692712
0.2,1,3,100,10,3013045.0,2713708.0,3013045,0,0.9006529938981993
0.2,1,4,100,10,3109371.0,3052065.0,3109371,0,0.9815699059391755
0.2,1,5,100,10,2965437.0,2662095.0,2965437,0,0.8977074879688896
0.2,1,6,100,10,3091531.0,2597073.0,3091531,0,0.8400604748909197
0.2,1,7,100,10,3205462.0,3072942.0,3205462,0,0.9586580655144251
0.2,1,8,100,10,2845632.0,2785338.75,2845632,0,0.9788120002867553
0.2,1,9,100,10,3169514.0,2573000.0,3169514,0,0.8117963826630834
0.5,0,0,250,10,3014591.0,2982525.0,3014591,0,0.9893630678257846
0.5,0,1,250,10,3000806.0,2892291.5,3000806,0,0.9638382154661115
0.5,0,2,250,10,2892484.0,2772046.5,2892484,0,0.9583619131514642
0.5,0,3,250,10,3031722.0,2911157.6666666665,3031722,0,0.9602323915803186
0.5,0,4,250,10,3241158.0,3220049.75,3241158,0,0.9934874356634265
0.5,0,5,250,10,2892693.0,2768024.333333333,2892693,0,0.9569022130358573
0.5,0,6,250,10,3109044.0,2921820.0,3109044,0,0.9397808458162702
0.5,0,7,250,10,3127692.0,3061405.0,3127692,0,0.9788064170001394
0.5,0,8,250,10,2970152.0,2940054.5,2970152,0,0.9898666802237731
0.5,0,9,250,10,3043172.0,2759958.0,3043172,0,0.9069346063909631
0.5,1,0,250,10,3073146.0,3041040.3333333335,3073146,0,0.9895528339146052
0.5,1,1,250,10,2936097.0,2818559.0,2936097,0,0.9599679438383677
0.5,1,2,250,10,3001365.0,2871773.0,3001365,0,0.9568223125144726
0.5,1,3,250,10,3074701.0,2980178.3333333335,3074701,0,0.9692579321805058
0.5,1,4,250,10,3102651.0,3080019.5,3102651,0,0.9927057538859511
0.5,1,5,250,10,3115580.0,2984933.6666666665,3115580,0,0.9580667698042312
0.5,1,6,250,10,3007010.0,2826292.0,3007010,0,0.939901097768215
0.5,1,7,250,10,3212098.0,3155866.3333333335,3212098,0,0.9824937885871893
0.5,1,8,250,10,2801894.0,2776350.0,2801894,0,0.9908833096469745
0.5,1,9,250,10,2903309.0,2728827.0,2903309,0,0.9399023665755178
2,0,0,1000,10,3013953.0,3003906.333333333,3013953,0,0.9966666146862055
2,0,1,1000,10,2784938.0,2754779.5,2784938,0,0.9891708540728734
2,0,2,1000,10,2981777.0,2966728.0,2981777,0,0.9949530095644309
2,0,3,1000,10,2965609.0,2935428.0,2965609,0,0.9898230009417964
2,0,4,1000,10,3079638.0,3073610.0,3079638,0,0.998042627087989
2,0,5,1000,10,2995673.0,2971567.333333333,2995673,0,0.991953171568904
2,0,6,1000,10,2934638.0,2886398.0,2934638,0,0.9835618566923757
2,0,7,1000,10,2988726.0,2982742.0,2988726,0,0.9979978090999309
2,0,8,1000,10,2976846.0,2973839.25,2976846,0,0.9989899544685885
2,0,9,1000,10,3079388.0,3037155.0,3079388,0,0.9862852618767106
2,1,0,1000,10,3109200.0,3097188.3333333335,3109200,0,0.996136733993739
2,1,1,1000,10,3194153.0,3140104.0,3194153,0,0.9830787692386683
2,1,2,1000,10,2741461.0,2726400.5,2741461,0,0.9945063964068794
2,1,3,1000,10,3151033.0,3096911.0,3151033,0,0.9828240453210106
2,1,4,1000,10,3108374.0,3105363.5,3108374,0,0.9990314872019905
2,1,5,1000,10,3091317.0,3067167.3333333335,3091317,0,0.992187903515988
2,1,6,1000,10,2958548.0,2904286.0,2958548,0,0.9816592463600388
2,1,7,1000,10,3109567.0,3091550.6666666665,3109567,0,0.9942061601073933
2,1,8,1000,10,3242028.0,3239030.75,3242028,0,0.9990755015070814
2,1,9,1000,10,2977976.0,2947812.0,2977976,0,0.9898709727680814
100,0,0,50000,10,2928986.0,2928986.0,2928986,0,1.0
100,0,1,50000,10,3092184.0,3092184.0,3092184,0,1.0
100,0,2,50000,10,2717982.0,2717982.0,2717982,0,1.0
100,0,3,50000,10,3259782.0,3259782.0,3259782,0,1.0
100,0,4,50000,10,3189068.0,3189068.0,3189068,0,1.0
100,0,5,50000,10,3011515.0,3011515.0,3011515,0,1.0
100,0,6,50000,10,2983059.0,2983059.0,2983059,0,1.0
100,0,7,50000,10,2874792.0,2874792.0,2874792,0,1.0
100,0,8,50000,10,3152333.0,3152333.0,3152333,0,1.0
100,0,9,50000,10,2989533.0,2989533.0,2989533,0,1.0
100,1,0,50000,10,3037321.0,3037321.0,3037321,0,1.0
100,1,1,50000,10,2855585.0,2855585.0,2855585,0,1.0
100,1,2,50000,10,3120297.0,3120297.0,3120297,0,1.0
100,1,3,50000,10,2989242.0,2989242.0,2989242,0,1.0
100,1,4,50000,10,2723227.0,2723227.0,2723227,0,1.0
100,1,5,50000,10,2898983.0,2898983.0,2898983,0,1.0
100,1,6,50000,10,2778974.0,2778974.0,2778974,0,1.0
100,1,7,50000,10,3014832.0,3014832.0,3014832,0,1.0
100,1,8,50000,10,3182012.0,3182012.0,3182012,0,1.0
100,1,9,50000,10,3207111.0,3207111.0,3207111,0,1.0
